GEOID,total_households,zero_vehicle_households,car_ownership_rate
1400000US36081056600,568,156,0.2746478873239437
1400000US36081056700,2578,336,0.13033359193173003
1400000US36081056800,2326,500,0.21496130696474636
1400000US36081057700,2136,738,0.3455056179775281
1400000US36081057900,906,242,0.2671081677704194
1400000US36081058000,2101,34,0.01618277010947168
1400000US36081058100,1553,464,0.2987765614938828
1400000US36081058200,2632,237,0.09004559270516717
1400000US36081058300,1750,625,0.35714285714285715
1400000US36081058500,2610,1211,0.4639846743295019
1400000US36081058700,2045,617,0.3017114914425428
1400000US36081058900,2249,1457,0.6478434859937751
1400000US36081059000,592,13,0.02195945945945946
1400000US36081059100,2428,1350,0.556013179571664
1400000US36081059200,584,14,0.023972602739726026
1400000US36081059300,1908,501,0.26257861635220126
1400000US36081059400,793,39,0.04918032786885246
1400000US36081059501,872,144,0.1651376146788991
1400000US36081059502,1150,472,0.41043478260869565
1400000US36081059600,536,54,0.10074626865671642
1400000US36081059800,766,73,0.09530026109660575
1400000US36081059900,718,39,0.054317548746518104
1400000US36081060000,588,56,0.09523809523809523
1400000US36081060100,1033,228,0.2207163601161665
1400000US36081060300,879,267,0.3037542662116041
1400000US36081060600,655,36,0.0549618320610687
1400000US36081060800,696,26,0.03735632183908046
1400000US36081061000,513,18,0.03508771929824561
1400000US36081061200,872,38,0.04357798165137615
1400000US36081061301,2873,1344,0.46780368952314655
1400000US36081061400,515,66,0.12815533980582525
1400000US36081061601,888,49,0.05518018018018018
1400000US36081061602,548,0,0.0
1400000US36081061800,1061,161,0.15174363807728558
1400000US36081061900,1716,267,0.1555944055944056
1400000US36081062000,825,57,0.06909090909090909
1400000US36081062100,1127,274,0.24312333629103816
1400000US36081062200,1054,64,0.06072106261859583
1400000US36081062300,891,235,0.26374859708193044
1400000US36081062500,1139,366,0.32133450395083407
1400000US36081062600,1613,179,0.11097334159950403
1400000US36081062700,1343,290,0.21593447505584512
1400000US36081062900,1492,498,0.33378016085790885
1400000US36081063000,727,155,0.21320495185694635
1400000US36081063200,1140,134,0.11754385964912281
1400000US36081063301,809,55,0.06798516687268233
1400000US36081063302,802,56,0.06982543640897755
1400000US36081063500,1153,143,0.12402428447528187
1400000US36081063700,1144,98,0.08566433566433566
1400000US36081063800,1871,78,0.04168893639764832
1400000US36081063900,1576,272,0.17258883248730963
1400000US36081064101,1030,132,0.12815533980582525
1400000US36081064500,885,236,0.26666666666666666
1400000US36081064600,1679,146,0.08695652173913043
1400000US36081065000,1291,28,0.021688613477924088
1400000US36081065401,1573,182,0.11570247933884298
1400000US36081065600,2820,328,0.11631205673758865
1400000US36081065702,558,232,0.4157706093189964
1400000US36081065703,1428,62,0.04341736694677871
1400000US36081065900,897,110,0.12263099219620958
1400000US36081066000,1895,11,0.005804749340369393
1400000US36081066100,677,43,0.06351550960118169
1400000US36081066301,1169,101,0.08639863130881095
1400000US36081066401,827,0,0.0
1400000US36081066402,1675,313,0.18686567164179105
1400000US36081066403,2373,126,0.05309734513274336
1400000US36081066501,1925,163,0.08467532467532468
1400000US36081066701,1108,179,0.1615523465703971
1400000US36081066900,804,85,0.10572139303482588
1400000US36081067100,1168,47,0.04023972602739726
1400000US36081067700,898,239,0.2661469933184855
1400000US36081067900,1854,784,0.4228694714131607
1400000US36081068000,3229,249,0.0771136574790957
1400000US36081068200,506,64,0.12648221343873517
1400000US36081068300,2049,1124,0.5485602733040508
1400000US36081068700,1856,817,0.4401939655172414
1400000US36081069000,1738,143,0.08227848101265822
1400000US36081069300,1553,879,0.5660012878300065
1400000US36081069400,1774,193,0.10879368658399098
1400000US36081069500,1163,378,0.3250214961306965
1400000US36081069701,1998,601,0.3008008008008008
1400000US36081069702,1704,364,0.2136150234741784
1400000US36081070300,1059,200,0.18885741265344666
1400000US36081070700,1176,104,0.08843537414965986
1400000US36081070900,1433,385,0.2686671318911375
1400000US36081071100,3092,1147,0.37095730918499353
1400000US36081071303,3121,1003,0.3213713553348286
1400000US36081071304,3290,1061,0.32249240121580547
1400000US36081071305,2990,1155,0.3862876254180602
1400000US36081071306,3407,1785,0.5239213384208982
1400000US36081071701,2169,877,0.40433379437528816
1400000US36081071702,2215,808,0.36478555304740407
1400000US36081071900,1637,657,0.40134392180818573
1400000US36081072100,2664,708,0.26576576576576577
1400000US36081072300,1092,155,0.14194139194139194
1400000US36081072900,665,126,0.18947368421052632
1400000US36081073100,896,17,0.018973214285714284
1400000US36081073700,1298,472,0.36363636363636365
1400000US36081073900,2957,1257,0.4250929996618194
1400000US36081074100,1918,755,0.39363920750782067
1400000US36081074300,1904,498,0.2615546218487395
1400000US36081074500,1699,663,0.3902295467922307
1400000US36081074700,1933,524,0.2710812209001552
1400000US36081074900,796,5,0.00628140703517588
1400000US36081075701,2728,1326,0.48607038123167157
1400000US36081075702,2865,560,0.19546247818499127
1400000US36081076901,2535,741,0.2923076923076923
1400000US36081076902,828,288,0.34782608695652173
1400000US36081077300,1278,681,0.5328638497652582
1400000US36081077500,1152,452,0.3923611111111111
1400000US36081077902,2279,562,0.24659938569548048
1400000US36081077903,1760,243,0.1380681818181818
1400000US36081077904,2244,442,0.19696969696969696
1400000US36081077905,1529,249,0.16285153695225638
1400000US36081077906,1904,538,0.28256302521008403
1400000US36081077907,1079,320,0.2965708989805375
1400000US36081077908,1285,259,0.20155642023346304
1400000US36081078800,960,51,0.053125
1400000US36081079000,1548,224,0.14470284237726097
1400000US36081079200,1137,154,0.13544415127528583
1400000US36081079701,2586,1154,0.4462490332559938
1400000US36081079702,1592,683,0.42902010050251255
1400000US36081079900,1202,219,0.1821963394342762
1400000US36081080301,1738,252,0.14499424626006904
1400000US36081080302,1517,205,0.13513513513513514
1400000US36081080900,3128,253,0.08088235294117647
1400000US36081081400,1936,310,0.16012396694214875
1400000US36081081800,1902,354,0.1861198738170347
1400000US36081083700,2488,267,0.10731511254019292
1400000US36081083800,2430,161,0.0662551440329218
1400000US36081084000,2810,279,0.09928825622775801
1400000US36081084500,1656,546,0.32971014492753625
1400000US36081084601,1179,58,0.04919423240033927
1400000US36081084602,319,0,0.0
1400000US36081084901,1296,625,0.48225308641975306
1400000US36081084902,1628,1057,0.6492628992628993
1400000US36081085300,1961,586,0.29882712901580827
1400000US36081085500,2220,1255,0.5653153153153153
1400000US36081085700,2813,1295,0.4603626022040526
1400000US36081085900,2663,1863,0.6995869320315433
1400000US36081086100,784,365,0.4655612244897959
1400000US36081086300,3660,1841,0.5030054644808744
1400000US36081086400,1451,226,0.15575465196416263
1400000US36081086500,2462,1175,0.4772542648253452
1400000US36081086900,1222,440,0.36006546644844517
1400000US36081087100,2733,1658,0.6066593487010611
1400000US36081088400,3049,238,0.07805837979665464
1400000US36081088902,3297,1028,0.31179860479223537
1400000US36081088903,1631,81,0.04966278356836297
1400000US36081089201,3419,72,0.02105878911962562
1400000US36081090700,543,42,0.07734806629834254
1400000US36081091602,16,16,1.0
1400000US36081091603,1919,144,0.07503908285565399
1400000US36081091800,4,0,0.0
1400000US36081091900,1855,418,0.22533692722371967
1400000US36081092200,1017,48,0.0471976401179941
1400000US36081092500,1563,387,0.2476007677543186
1400000US36081092800,1276,15,0.011755485893416929
1400000US36081092900,3562,634,0.17798989331836046
1400000US36081093401,1620,98,0.06049382716049383
1400000US36081093402,2116,334,0.15784499054820417
1400000US36081093800,1801,559,0.31038312048861744
1400000US36081093900,2617,151,0.057699656094764996
1400000US36081094201,1400,253,0.18071428571428572
1400000US36081094202,2026,803,0.3963474827245805
1400000US36081094203,1929,306,0.15863141524105753
1400000US36081094500,1673,127,0.07591153616258219
1400000US36081094700,1239,222,0.1791767554479419
1400000US36081095400,3028,374,0.12351387054161163
1400000US36081096400,2978,393,0.13196776359973136
1400000US36081097202,580,334,0.5758620689655173
1400000US36081097204,1338,460,0.34379671150971597
1400000US36081097205,1052,824,0.7832699619771863
1400000US36081097206,903,661,0.7320044296788483
1400000US36081097300,936,61,0.06517094017094018
1400000US36081098100,1230,102,0.08292682926829269
1400000US36081098700,1356,104,0.07669616519174041
1400000US36081099100,3020,64,0.02119205298013245
1400000US36081099200,1326,556,0.4193061840120664
1400000US36081099701,989,51,0.05156723963599596
1400000US36081099703,1915,62,0.03237597911227154
1400000US36081099704,2584,217,0.08397832817337461
1400000US36081099705,1277,223,0.17462803445575567
1400000US36081099801,4016,1654,0.4118525896414343
1400000US36081099802,1773,758,0.4275239706711788
1400000US36081100801,1362,225,0.16519823788546256
1400000US36081100803,1667,478,0.28674265146970607
1400000US36081100804,2106,413,0.19610636277302945
1400000US36081101002,1699,74,0.04355503237198352
1400000US36081101003,1493,330,0.22103148024112526
1400000US36081101004,2092,1307,0.6247609942638623
1400000US36081101700,2432,97,0.039884868421052634
1400000US36081102900,1678,76,0.04529201430274136
1400000US36081103201,2273,719,0.3163220413550374
1400000US36081103202,3076,749,0.24349804941482445
1400000US36081103300,2124,60,0.02824858757062147
1400000US36081103900,2246,115,0.05120213713268032
1400000US36081104700,3241,434,0.13390928725701945
1400000US36081105900,1709,69,0.0403744880046811
1400000US36081107201,1007,34,0.033763654419066536
1400000US36081108500,1237,140,0.11317704122877931
1400000US36081109300,1141,24,0.021034180543382998
1400000US36081109700,972,55,0.056584362139917695
1400000US36081109900,1423,120,0.084328882642305
1400000US36081111300,1198,60,0.05008347245409015
1400000US36081112300,1101,103,0.09355131698455948
1400000US36081112900,985,38,0.03857868020304569
1400000US36081113300,743,60,0.08075370121130551
1400000US36081113900,1847,240,0.12994044396318355
1400000US36081114100,1155,96,0.08311688311688312
1400000US36081114700,813,37,0.04551045510455105
1400000US36081115100,454,51,0.11233480176211454
1400000US36081115500,1022,139,0.1360078277886497
1400000US36081115700,1439,306,0.2126476719944406
1400000US36081115900,1763,796,0.4515031196823596
1400000US36081116100,1450,472,0.3255172413793103
1400000US36081116301,2331,799,0.34277134277134275
1400000US36081116302,1119,404,0.3610366398570152
1400000US36081116700,850,225,0.2647058823529412
1400000US36081117100,1229,86,0.06997558991049634
1400000US36081117500,2005,386,0.19251870324189527
1400000US36081118100,1116,66,0.05913978494623656
1400000US36081118500,1000,380,0.38
1400000US36081118700,1098,221,0.20127504553734063
1400000US36081118900,914,105,0.11487964989059081
1400000US36081119100,1551,170,0.1096067053513862
1400000US36081119300,911,175,0.19209659714599342
1400000US36081119500,592,16,0.02702702702702703
1400000US36081119900,729,41,0.056241426611796985
1400000US36081120100,719,256,0.3560500695410292
1400000US36081120300,727,56,0.07702888583218707
1400000US36081120500,1017,303,0.29793510324483774
1400000US36081120701,1661,102,0.061408789885611076
1400000US36081121500,1985,318,0.1602015113350126
1400000US36081122300,1511,179,0.1184645929847783
1400000US36081122702,2118,674,0.3182247403210576
1400000US36081122703,2782,211,0.07584471603163193
1400000US36081122704,1880,321,0.17074468085106384
1400000US36081124100,1705,186,0.10909090909090909
1400000US36081124700,1517,75,0.049439683586025046
1400000US36081125700,1533,381,0.24853228962818003
1400000US36081126500,899,113,0.12569521690767518
1400000US36081126700,947,95,0.1003167898627244
1400000US36081127700,1433,23,0.016050244242847175
1400000US36081129102,1681,19,0.011302795954788817
1400000US36081129103,1643,218,0.13268411442483263
1400000US36081129104,2219,160,0.07210455159981974
1400000US36081130100,1494,205,0.13721552878179386
1400000US36081133300,2045,107,0.05232273838630807
1400000US36081133900,529,33,0.062381852551984876
1400000US36081134100,1499,43,0.028685790527018012
1400000US36081134701,2331,271,0.11625911625911627
1400000US36081134702,2118,97,0.04579792256846081
1400000US36081136700,2618,165,0.06302521008403361
1400000US36081137700,3422,226,0.06604324956165984
1400000US36081138501,2008,32,0.01593625498007968
1400000US36081139900,715,0,0.0
1400000US36081140300,979,59,0.0602655771195097
1400000US36081140901,365,0,0.0
1400000US36081140902,1175,31,0.026382978723404255
1400000US36081141700,1891,244,0.12903225806451613
1400000US36081142900,1683,162,0.0962566844919786
1400000US36081143500,1066,57,0.05347091932457786
1400000US36081144100,1506,166,0.1102257636122178
1400000US36081144700,1530,177,0.11568627450980393
1400000US36081145101,488,8,0.01639344262295082
1400000US36081145102,1239,148,0.11945117029862792
1400000US36081145900,1469,91,0.061946902654867256
1400000US36081146300,1387,280,0.20187454938716654
1400000US36081146700,1666,110,0.06602641056422569
1400000US36081147100,1724,68,0.03944315545243619
1400000US36081147900,2126,241,0.11335841956726246
1400000US36081148300,1295,38,0.029343629343629343
1400000US36081150701,1360,0,0.0
1400000US36081150702,1316,88,0.0668693009118541
1400000US36081152901,2634,193,0.07327258921791951
1400000US36081152902,3499,56,0.01600457273506716
1400000US36081155101,481,22,0.04573804573804574
1400000US36081155103,2447,155,0.06334286881896199
1400000US36081155104,1355,82,0.06051660516605166
1400000US36081156700,491,44,0.08961303462321792
1400000US36081157101,3854,525,0.13622210690192008
1400000US36081157102,828,84,0.10144927536231885
1400000US36081157901,2691,70,0.026012634708286884
1400000US36081157902,1418,92,0.06488011283497884
1400000US36081157903,1835,90,0.04904632152588556
1400000US36081161700,2314,184,0.07951598962834917
1400000US36081162100,3230,37,0.011455108359133126
1400000US36085000300,927,97,0.104638619201726
1400000US36085000600,1001,120,0.11988011988011989
1400000US36085000700,1842,633,0.34364820846905536
1400000US36085000800,2477,88,0.03552684699232943
1400000US36085000900,928,265,0.2855603448275862
1400000US36085001100,1665,331,0.1987987987987988
1400000US36085001700,704,18,0.02556818181818182
1400000US36085001800,150,6,0.04
1400000US36085002001,1323,221,0.1670445956160242
1400000US36085002002,1488,188,0.12634408602150538
1400000US36085002100,2802,946,0.337615988579586
1400000US36085002700,635,123,0.19370078740157481
1400000US36085002900,2080,669,0.3216346153846154
1400000US36085003300,1708,241,0.1411007025761124
1400000US36085003600,1280,189,0.14765625
1400000US36085003900,1150,218,0.18956521739130436
1400000US36085004001,1283,183,0.1426344505066251
1400000US36085004002,1439,153,0.1063238359972203
1400000US36085004003,1211,491,0.40545004128819156
1400000US36085004004,1987,113,0.05686965274282838
1400000US36085004700,935,103,0.11016042780748662
1400000US36085005000,2142,142,0.06629318394024276
1400000US36085005901,1417,212,0.1496118560338744
1400000US36085006400,1513,80,0.05287508261731659
1400000US36085006700,1410,227,0.16099290780141845
1400000US36085007001,1170,91,0.07777777777777778
1400000US36085007002,2916,148,0.05075445816186557
1400000US36085007400,2090,142,0.06794258373205742
1400000US36085007500,1294,66,0.05100463678516229
1400000US36085007700,779,94,0.12066752246469833
1400000US36085008100,1790,195,0.10893854748603352
1400000US36085009601,1870,234,0.12513368983957218
1400000US36085009602,2195,97,0.04419134396355353
1400000US36085009701,2024,628,0.3102766798418972
1400000US36085009702,21,4,0.19047619047619047
1400000US36085010500,2278,324,0.14223002633889376
1400000US36085011201,2611,379,0.1451551129835312
1400000US36085011203,2513,404,0.1607640270592917
1400000US36085011204,56,45,0.8035714285714286
1400000US36085011401,1224,490,0.40032679738562094
1400000US36085011402,1460,52,0.03561643835616438
1400000US36085012100,1502,0,0.0
1400000US36085012200,1737,25,0.014392630972941854
1400000US36085012500,1746,70,0.04009163802978236
1400000US36085012804,2362,508,0.21507197290431837
1400000US36085012805,1263,46,0.03642121931908155
1400000US36085012806,2619,400,0.15273004963726614
1400000US36085013201,768,42,0.0546875
1400000US36085013203,3376,110,0.032582938388625596
1400000US36085013204,2211,35,0.015829941203075532
1400000US36085013301,331,174,0.525679758308157
1400000US36085013302,1501,116,0.07728181212524983
1400000US36085013400,1605,90,0.056074766355140186
1400000US36085013800,2951,101,0.03422568620806506
1400000US36085014100,1209,98,0.08105872622001654
1400000US36085014604,3387,246,0.07263064658990256
1400000US36085014605,1939,21,0.010830324909747292
1400000US36085014606,2805,75,0.026737967914438502
1400000US36085014607,2198,21,0.009554140127388535
1400000US36085014608,1802,58,0.03218645948945616
1400000US36085014700,1640,254,0.1548780487804878
1400000US36085015100,2103,164,0.07798383262006657
1400000US36085015601,3175,436,0.1373228346456693
1400000US36085015602,1658,30,0.018094089264173704
1400000US36085015603,2537,55,0.0216791486007095
1400000US36085016901,1921,37,0.019260801665799063
1400000US36085017005,2337,139,0.05947796320068464
1400000US36085017007,2682,150,0.05592841163310962
1400000US36085017009,1945,123,0.06323907455012853
1400000US36085017011,2221,52,0.02341287708239532
1400000US36085017012,2529,110,0.04349545274812179
1400000US36085017013,1922,8,0.004162330905306972
1400000US36085017014,2153,69,0.03204830469112866
1400000US36085017015,1508,50,0.033156498673740056
1400000US36085017016,2319,167,0.07201379905131522
1400000US36085017300,1256,71,0.05652866242038217
1400000US36085017600,2317,80,0.03452740612861459
1400000US36085017701,1953,67,0.03430619559651818
1400000US36085017702,1074,8,0.0074487895716946
1400000US36085018100,1152,0,0.0
1400000US36085018701,846,49,0.057919621749408984
1400000US36085018703,1500,6,0.004
1400000US36085018704,2044,79,0.038649706457925634
1400000US36085018901,2509,121,0.04822638501394978
1400000US36085018902,2003,21,0.010484273589615577
1400000US36085019700,1101,26,0.023614895549500452
1400000US36085019800,3330,0,0.0
1400000US36085020100,1484,20,0.013477088948787063
1400000US36085020701,1162,443,0.3812392426850258
1400000US36085020702,1096,196,0.17883211678832117
1400000US36085020803,3501,53,0.015138531848043417
1400000US36085020804,2051,11,0.005363237445148708
1400000US36085020805,2919,47,0.016101404590613225
1400000US36085020806,1234,0,0.0
1400000US36085021300,2411,291,0.12069680630443799
1400000US36085022300,1235,121,0.09797570850202429
1400000US36085022601,3917,407,0.10390605054888946
1400000US36085022602,468,40,0.08547008547008547
1400000US36085022801,26,0,0.0
1400000US36085023100,1788,110,0.06152125279642058
1400000US36085023900,1559,280,0.1796023091725465
1400000US36085024401,3057,21,0.0068694798822374874
1400000US36085024402,2334,10,0.004284490145672665
1400000US36085024700,1261,73,0.05789056304520222
1400000US36085024800,2310,228,0.0987012987012987
1400000US36085025100,2662,20,0.007513148009015778
1400000US36085027301,2076,41,0.0197495183044316
1400000US36085027302,1594,144,0.0903387703889586
1400000US36085027702,3158,570,0.1804939835338822
1400000US36085027704,1802,81,0.04495005549389567
1400000US36085027705,3022,110,0.036399735274652546
1400000US36085027706,1105,169,0.15294117647058825
1400000US36085027900,799,0,0.0
1400000US36085029102,1799,27,0.01500833796553641
1400000US36085029104,2955,115,0.038917089678511
1400000US36085029105,2140,43,0.020093457943925235
1400000US36085029106,1015,100,0.09852216748768473
1400000US36085030301,2828,110,0.038896746817538894
1400000US36085030302,2790,216,0.07741935483870968
1400000US36085031901,1287,689,0.5353535353535354
1400000US36085031902,1993,106,0.053186151530356246
1400000US36085032300,569,69,0.12126537785588752
